Make,Model,Variant,Seating_Capacity,Fuel_Type,City_Mileage,Combined_Name
Maruti Suzuki R,Wagon,Lxi (O),5,Petrol,6.7,Maruti Suzuki R Wagon Lxi (O)
Maruti Suzuki R,Wagon,Vxi (O),5,Petrol,6.7,Maruti Suzuki R Wagon Vxi (O)
Maruti Suzuki R,Wagon,1.2L Vxi (O),5,Petrol,6.7,Maruti Suzuki R Wagon 1.2L Vxi (O)
Maruti Suzuki R,Wagon,1.2L Vxi Ags (O),5,Petrol,6.7,Maruti Suzuki R Wagon 1.2L Vxi Ags (O)
Maruti Suzuki R,Wagon,Vxi Ags (O),5,Petrol,6.7,Maruti Suzuki R Wagon Vxi Ags (O)
Maruti Suzuki R,Wagon,Lxi Cng,5,CNG,6.7,Maruti Suzuki R Wagon Lxi Cng
Maruti Suzuki R,Wagon,Lxi (O) Cng,5,CNG,6.7,Maruti Suzuki R Wagon Lxi (O) Cng
Tata,Tiago Nrg,1.2L Revotron,5,Petrol,6.7,Tata Tiago Nrg 1.2L Revotron
Tata,Tiago Nrg,1.05L Revotorq,5,Diesel,6.7,Tata Tiago Nrg 1.05L Revotorq
Tata,Tiago Nrg,1.2L Revotron Amt,5,Petrol,6.7,Tata Tiago Nrg 1.2L Revotron Amt
Mahindra,Nuvosport,N4,7,Diesel,13.8,Mahindra Nuvosport N4
Mahindra,Nuvosport,N6,7,Diesel,13.8,Mahindra Nuvosport N6
Mahindra,Nuvosport,N8,7,Diesel,13.8,Mahindra Nuvosport N8
Mahindra,Nuvosport,N4 +,7,Diesel,13.8,Mahindra Nuvosport N4 +
Mahindra,Nuvosport,N6 Amt,7,Diesel,12.8,Mahindra Nuvosport N6 Amt
Mahindra,Nuvosport,N8 Amt,7,Diesel,12.8,Mahindra Nuvosport N8 Amt
Nissan,Kicks,Xl Petrol,5,Petrol,6.7,Nissan Kicks Xl Petrol
Nissan,Kicks,Xv Petrol,5,Petrol,6.7,Nissan Kicks Xv Petrol
Nissan,Kicks,Xl Diesel,5,Diesel,6.7,Nissan Kicks Xl Diesel
Nissan,Kicks,Xv Diesel,5,Diesel,6.7,Nissan Kicks Xv Diesel
Nissan,Kicks,Xv Premium,5,Diesel,6.7,Nissan Kicks Xv Premium
Nissan,Kicks,Xv Premium (O),5,Diesel,6.7,Nissan Kicks Xv Premium (O)
Nissan,Kicks,Xv Premium (O) Dual Tone,5,Diesel,6.7,Nissan Kicks Xv Premium (O) Dual Tone
Nissan,Kicks,Xe Diesel,5,Diesel,6.7,Nissan Kicks Xe Diesel
Tata,Winger,15S,16,Diesel,6.7,Tata Winger 15S
Hyundai,Kona Electric,Premium,4,Electric,6.7,Hyundai Kona Electric Premium
Toyota,Camry,Hybrid,5,Hybrid,6.7,Toyota Camry Hybrid
Audi,A5,Sportback,5,Diesel,6.7,Audi A5 Sportback
Land Rover,Discovery,3.0 Hse Diesel,7,Diesel,6.7,Land Rover Discovery 3.0 Hse Diesel
Land Rover,Discovery,3.0 Se Diesel,7,Diesel,6.7,Land Rover Discovery 3.0 Se Diesel
Land Rover,Discovery,3.0 Hse Petrol,7,Petrol,6.7,Land Rover Discovery 3.0 Hse Petrol
Land Rover,Discovery,3.0 Se Petrol,7,Petrol,6.7,Land Rover Discovery 3.0 Se Petrol
Land Rover,Discovery,3.0 S Diesel,7,Diesel,6.7,Land Rover Discovery 3.0 S Diesel
Land Rover,Discovery,3.0 S Petrol,7,Petrol,6.7,Land Rover Discovery 3.0 S Petrol
Land Rover,Discovery,3.0 Hse Luxury Diesel,7,Diesel,6.7,Land Rover Discovery 3.0 Hse Luxury Diesel
Land Rover,Discovery,3.0 Hse Luxury Petrol,7,Petrol,6.7,Land Rover Discovery 3.0 Hse Luxury Petrol
Lexus,Ls 500H,Luxury,5,Hybrid,6.7,Lexus Ls 500H Luxury
Lexus,Ls 500H,Ultra Luxury,5,Hybrid,6.7,Lexus Ls 500H Ultra Luxury
Lexus,Ls 500H,Distinct,5,Hybrid,6.7,Lexus Ls 500H Distinct
,Rolls-Royce Phantom,Sedan,5,Petrol,10.2,Rolls-Royce Phantom Sedan
,Rolls-Royce Phantom,Ewb,5,Petrol,10.2,Rolls-Royce Phantom Ewb
Fiat,Punto Evo,Dynamic 1.2,5,Petrol,15.8,Fiat Punto Evo Dynamic 1.2
Fiat,Punto Evo,Active Multijet 1.3,5,Diesel,21.0,Fiat Punto Evo Active Multijet 1.3
Fiat,Punto Evo,Dynamic Multijet 1.3,5,Diesel,21.0,Fiat Punto Evo Dynamic Multijet 1.3
Fiat,Punto Evo,Emotion Multijet 1.3,5,Diesel,21.0,Fiat Punto Evo Emotion Multijet 1.3
Toyota,Yaris,J,5,Petrol,6.7,Toyota Yaris J
Toyota,Yaris,G,5,Petrol,6.7,Toyota Yaris G
Toyota,Yaris,V,5,Petrol,6.7,Toyota Yaris V
Toyota,Yaris,Vx Cvt,5,Petrol,6.7,Toyota Yaris Vx Cvt
Toyota,Yaris,G Cvt,5,Petrol,6.7,Toyota Yaris G Cvt
Toyota,Yaris,J Cvt,5,Petrol,6.7,Toyota Yaris J Cvt
Toyota,Yaris,V Cvt,5,Petrol,6.7,Toyota Yaris V Cvt
Toyota,Yaris,Vx,5,Petrol,6.7,Toyota Yaris Vx
Toyota,Yaris,V (O),5,Petrol,6.7,Toyota Yaris V (O)
Toyota,Yaris,J (O),5,Petrol,6.7,Toyota Yaris J (O)
Toyota,Yaris,G (O),5,Petrol,6.7,Toyota Yaris G (O)
Toyota,Yaris,J (O) Cvt,5,Petrol,6.7,Toyota Yaris J (O) Cvt
Toyota,Yaris,G (O) Cvt,5,Petrol,6.7,Toyota Yaris G (O) Cvt
Toyota,Yaris,V (O) Cvt,5,Petrol,6.7,Toyota Yaris V (O) Cvt
Skoda,Octavia,Ambition 1.4 Tsi,5,Petrol,6.7,Skoda Octavia Ambition 1.4 Tsi
Skoda,Octavia,Ambition 2.0 Tdi Cr,5,Diesel,6.7,Skoda Octavia Ambition 2.0 Tdi Cr
Skoda,Octavia,Style 1.4 Tsi,5,Petrol,6.7,Skoda Octavia Style 1.4 Tsi
Skoda,Octavia,Style 1.8 Tsi At,5,Petrol,6.7,Skoda Octavia Style 1.8 Tsi At
Skoda,Octavia,Style 2.0 Tdi Cr,5,Diesel,6.7,Skoda Octavia Style 2.0 Tdi Cr
Skoda,Octavia,Style 2.0 Tdi Cr At,5,Diesel,6.7,Skoda Octavia Style 2.0 Tdi Cr At
Skoda,Octavia,L & K 1.8 Tsi At,5,Petrol,6.7,Skoda Octavia L & K 1.8 Tsi At
Skoda,Octavia,L & K 2.0 Tdi Cr At,5,Diesel,6.7,Skoda Octavia L & K 2.0 Tdi Cr At
Skoda,Octavia,Corporate Edition 1.4 Tsi,5,Petrol,6.7,Skoda Octavia Corporate Edition 1.4 Tsi
Skoda,Octavia,Corporate Edition 2.0 Tdi,5,Diesel,6.7,Skoda Octavia Corporate Edition 2.0 Tdi
Skoda,Octavia,Onyx 1.8 Tsi Dsg,5,Petrol,6.7,Skoda Octavia Onyx 1.8 Tsi Dsg
Skoda,Octavia,Onyx 2.0 Tdi Dsg,5,Diesel,6.7,Skoda Octavia Onyx 2.0 Tdi Dsg
,Mercedes-Benz Glc,200 Progressive,5,Petrol,6.7,Mercedes-Benz Glc 200 Progressive
,Mercedes-Benz Glc,220D 4Matic Progressive,5,Diesel,6.7,Mercedes-Benz Glc 220D 4Matic Progressive
Porsche,Cayenne Coupe,Base,5,Petrol,6.7,Porsche Cayenne Coupe Base
Porsche,Cayenne Coupe,Turbo,5,Petrol,6.7,Porsche Cayenne Coupe Turbo
Mahindra,Verito,1.5 D2,5,Diesel,18.0,Mahindra Verito 1.5 D2
Mahindra,Verito,1.5 D4 Bs-Iv,5,Diesel,18.0,Mahindra Verito 1.5 D4 Bs-Iv
Mahindra,Verito,1.5 D6 Bs-Iv,5,Diesel,18.0,Mahindra Verito 1.5 D6 Bs-Iv
Mitsubishi,Pajero Sport,2.5 Mt,7,Diesel,6.5,Mitsubishi Pajero Sport 2.5 Mt
Mitsubishi,Pajero Sport,2.5 At,7,Diesel,6.5,Mitsubishi Pajero Sport 2.5 At
Mitsubishi,Pajero Sport,Limited Edition,7,Diesel,6.5,Mitsubishi Pajero Sport Limited Edition
Mitsubishi,Pajero Sport,Select Plus Mt,7,Diesel,6.5,Mitsubishi Pajero Sport Select Plus Mt
Mitsubishi,Pajero Sport,Select Plus At,7,Diesel,6.5,Mitsubishi Pajero Sport Select Plus At
Bentley,Flying Spur,V8,4,Petrol,2.0,Bentley Flying Spur V8
Bentley,Flying Spur,W12,4,Petrol,2.0,Bentley Flying Spur W12
Honda,City,Sv Mt Petrol,5,Petrol,14.3,Honda City Sv Mt Petrol
Honda,City,V Mt Petrol,5,Petrol,14.3,Honda City V Mt Petrol
Honda,City,Vx Mt Petrol,5,Petrol,14.3,Honda City Vx Mt Petrol
Honda,City,Vx Cvt Petrol,5,Petrol,14.3,Honda City Vx Cvt Petrol
Honda,City,Sv Mt Diesel,5,Diesel,22.6,Honda City Sv Mt Diesel
Honda,City,V Mt Diesel,5,Diesel,22.6,Honda City V Mt Diesel
Honda,City,Vx Mt Diesel,5,Diesel,22.6,Honda City Vx Mt Diesel
Honda,City,Zx Mt Diesel,5,Diesel,22.6,Honda City Zx Mt Diesel
Honda,City,Zx Cvt Petrol,5,Petrol,18.0,Honda City Zx Cvt Petrol
Honda,City,V Cvt Petrol,5,Petrol,14.3,Honda City V Cvt Petrol
Mitsubishi,Montero,3.2 At,7,Diesel,8.25,Mitsubishi Montero 3.2 At
